0.00000000 	1.00000000 
0.00033966 	0.99975322 
0.00067933 	0.99950644 
0.00101899 	0.99925966 
0.00135865 	0.99901288 
0.00169832 	0.99876612 
0.00203801 	0.99851936 
0.00237771 	0.99827264 
0.00271746 	0.99802598 
0.00305729 	0.99777943 
0.00339724 	0.99753304 
0.00373737 	0.99728690 
0.00407776 	0.99704113 
0.00441852 	0.99679586 
0.00475979 	0.99655128 
0.00510173 	0.99630764 
0.00544454 	0.99606520 
0.00578848 	0.99582430 
0.00613383 	0.99558535 
0.00648094 	0.99534882 
0.00683021 	0.99511526 
0.00753709 	0.99465962 
0.00789580 	0.99443907 
0.00825889 	0.99422453 
0.00862708 	0.99401701 
0.00900116 	0.99381761 
0.00938204 	0.99362755 
0.00977066 	0.99344817 
0.01016808 	0.99328087 
0.01057542 	0.99312725 
0.01099390 	0.99298895 
0.01142481 	0.99286776 
0.01186953 	0.99276558 
0.01232950 	0.99268439 
0.01280627 	0.99262632 
0.01330147 	0.99259361 
0.01381674 	0.99258854 
0.06871072 	0.96237669 
0.06912444 	0.95514163 
0.06915510 	0.95446955 
0.06921547 	0.95383835 
0.06930367 	0.95324546 
0.06941773 	0.95268817 
0.06955578 	0.95216388 
0.06971598 	0.95167010 
0.06989659 	0.95120440 
0.07009591 	0.95076445 
0.07031230 	0.95034801 
0.07054423 	0.94995295 
0.07079026 	0.94957729 
0.07104893 	0.94921904 
0.07131900 	0.94887647 
0.07159917 	0.94854780 
0.07188833 	0.94823151 
0.07218547 	0.94792620 
0.07248954 	0.94763043 
0.07279966 	0.94734300 
0.07311503 	0.94706278 
0.07343490 	0.94678876 
0.07375858 	0.94651998 
0.07408551 	0.94625568 
0.07441513 	0.94599507 
0.07474698 	0.94573754 
0.07508066 	0.94548252 
0.07541581 	0.94522953 
0.07575214 	0.94497816 
0.07608938 	0.94472805 
0.07642734 	0.94447892 
0.07676582 	0.94423051 
0.07710469 	0.94398265 
0.07744385 	0.94373517 
0.07778320 	0.94348796 
0.07812268 	0.94324093 
0.07846225 	0.94299402 
0.07880186 	0.94274717 
0.07914150 	0.94250036 
0.07948116 	0.94225357 
0.07982082 	0.94200678 
0.08016048 	0.94176000 
0.08050014 	0.94151322 
0.08083980 	0.94126644 
0.08117947 	0.94101966 
0.08151913 	0.94077289 
0.08185872 	0.94052600 
0.08219846 	0.94027933 
0.08253813 	0.94003256 
0.08287781 	0.93978580 
0.08321751 	0.93953907 
0.08355725 	0.93929240 
0.08389706 	0.93904582 
0.08423698 	0.93879940 
0.08457707 	0.93855320 
0.08491740 	0.93830735 
0.08525809 	0.93806198 
0.08559925 	0.93781726 
0.08594106 	0.93757343 
0.08628370 	0.93733075 
0.08662741 	0.93708954 
0.08697248 	0.93685021 
0.08731924 	0.93661320 
0.08766808 	0.93637905 
0.08801944 	0.93614837 
0.08837384 	0.93592186 
0.08873183 	0.93570032 
0.08909407 	0.93548461 
0.08946127 	0.93527573 
0.08983422 	0.93507476 
0.09021378 	0.93488291 
