   1.3628349e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   1.4064014e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   1.3583326e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   1.3583326e+00   0.0000000e+00
   8.8764632e-01   1.2021286e-01   3.5047343e-01   0.0000000e+00
   6.3541553e-01   5.8150823e-01   6.0185825e-01   0.0000000e+00
   1.1109468e+00   3.0013133e-01   1.9549424e-01   0.0000000e+00
   6.3354866e-01   6.7326110e-01   1.4600100e-01   0.0000000e+00
   8.4290687e-02   1.2798453e+00   1.9606043e-01   0.0000000e+00
   4.4428312e-01   7.3769115e-01   2.1888316e-01   0.0000000e+00
   2.9237515e-01   3.7081327e-01   9.2022736e-01   0.0000000e+00
   5.4813613e-01   1.0119129e+00   2.0704491e-01   0.0000000e+00
   3.6496135e-01   2.5175274e-01   9.3919460e-01   0.0000000e+00
   2.0512274e-01   1.1327877e+00   2.8115821e-01   0.0000000e+00
   4.4086589e-01   4.0077425e-03   1.1895168e+00   0.0000000e+00
   1.2957676e+00   3.5639994e-02   3.3694849e-01   0.0000000e+00
   8.0740568e-01   7.9286204e-01   0.0000000e+00   0.0000000e+00
   8.7183190e-01   5.0170622e-01   5.7073626e-02   0.0000000e+00
   5.4289432e-01   6.6021992e-01   3.0009110e-01   0.0000000e+00
   4.8851362e-01   1.1128152e+00   0.0000000e+00   0.0000000e+00
   1.2331122e+00   2.0537650e-01   0.0000000e+00   0.0000000e+00
   1.0970919e-01   3.7280924e-01   1.1350158e+00   0.0000000e+00
   1.3640170e-01   4.2040761e-01   1.0816523e+00   0.0000000e+00
   7.1492308e-01   1.0019675e+00   0.0000000e+00   0.0000000e+00
   1.7404949e-01   3.0168938e-01   1.0127779e+00   0.0000000e+00
   1.7242822e-01   4.3646783e-02   1.1422576e+00   0.0000000e+00
   2.6637352e-01   4.5697080e-01   7.1514440e-01   0.0000000e+00
   1.7283580e-01   1.2335656e+00   0.0000000e+00   0.0000000e+00
   7.5405854e-01   3.4478629e-01   3.0755656e-01   0.0000000e+00
   0.0000000e+00   8.6213571e-02   1.3443982e+00   0.0000000e+00
   6.6175155e-01   0.0000000e+00   7.6886019e-01   0.0000000e+00
   1.9482816e-01   0.0000000e+00   1.2135838e+00   0.0000000e+00
   0.0000000e+00   1.1729844e+00   3.5013692e-01   0.0000000e+00
   4.9906896e-01   1.1521801e-01   8.2420175e-01   0.0000000e+00
   1.7869434e-01   5.6875470e-01   7.0545838e-01   0.0000000e+00
   2.4054441e-01   8.8565148e-01   6.8481762e-01   0.0000000e+00
