   9.8747930e-01   1.0316186e-01   2.2988296e-01   6.7732422e-01   4.9147145e-02   4.2111973e-01   5.6807222e-03   1.0296293e-01   3.6818388e-02   5.3080726e-02   7.6683247e-02
   9.8747930e-01   1.0316186e-01   2.2988296e-01   6.7732422e-01   4.9147145e-02   4.2111973e-01   5.6807222e-03   1.0296293e-01   3.6818388e-02   5.3080726e-02   7.6683247e-02
   0.0000000e+00   1.0316186e-01   2.2988296e-01   6.7732422e-01   4.9147145e-02   4.2111973e-01   5.6807222e-03   1.0301799e-01   3.6818388e-02   5.3080726e-02   7.6683247e-02
   6.0043051e-01   1.0316186e-01   2.2988296e-01   6.7732422e-01   4.9147145e-02   4.2111973e-01   5.6807222e-03   1.0296293e-01   3.6818388e-02   5.3080726e-02   7.6683247e-02
   6.0043051e-01   1.0316186e-01   2.2988296e-01   6.7732422e-01   4.9147145e-02   4.2111973e-01   5.6807222e-03   1.0296293e-01   3.6818388e-02   5.3080726e-02   7.6683247e-02
   4.7653632e-01   1.0316186e-01   2.2988296e-01   6.7732422e-01   4.9147145e-02   4.2111973e-01   5.6807222e-03   1.0296293e-01   3.6818388e-02   5.3080726e-02   7.6683247e-02
   4.7653632e-01   1.0316186e-01   2.2988296e-01   6.7732422e-01   4.9147145e-02   4.2111973e-01   5.6807222e-03   1.0296293e-01   3.6818388e-02   5.3080726e-02   7.6683247e-02
   7.8846069e-01   1.0316186e-01   2.2988296e-01   6.7732422e-01   4.9147145e-02   4.2111973e-01   5.6807222e-03   1.0296293e-01   3.6818388e-02   5.3080726e-02   7.6683247e-02
   7.8846069e-01   1.0316186e-01   2.2988296e-01   6.7732422e-01   4.9147145e-02   4.2111973e-01   5.6807222e-03   1.0296293e-01   3.6818388e-02   5.3080726e-02   7.6683247e-02
   7.2549339e-01   1.0316186e-01   2.2988296e-01   6.7732422e-01   4.9147145e-02   4.2111973e-01   5.6807222e-03   1.0296293e-01   3.6818388e-02   5.3080726e-02   7.6683247e-02
   1.7729902e-01   1.0316186e-01   2.2988296e-01   6.7732422e-01   4.9147145e-02   4.2111973e-01   5.6807222e-03   1.0296293e-01   3.6818388e-02   5.3080726e-02   7.6683247e-02
   7.2003745e-01   1.0316186e-01   2.2988296e-01   6.7732422e-01   4.9147145e-02   4.2111973e-01   5.6807222e-03   1.0296293e-01   3.6818388e-02   5.3080726e-02   7.6683247e-02
   8.4817265e-01   1.0316186e-01   2.2988296e-01   6.7732422e-01   4.9147145e-02   4.2111973e-01   5.6807222e-03   1.0296293e-01   3.6818388e-02   5.3080726e-02   7.6683247e-02
   9.7682044e-01   1.0316186e-01   2.2988296e-01   6.7732422e-01   4.9147145e-02   4.2111973e-01   5.6807222e-03   1.0296293e-01   3.6818388e-02   5.3080726e-02   7.6683247e-02
   9.1165455e-01   1.0316186e-01   2.2988296e-01   6.7732422e-01   4.9147145e-02   4.2111973e-01   5.6807222e-03   1.0296293e-01   3.6818388e-02   5.3080726e-02   7.6683247e-02
   9.1976265e-01   1.0316186e-01   2.2988296e-01   6.7732422e-01   4.9147145e-02   4.2111973e-01   5.6807222e-03   1.0296293e-01   3.6818388e-02   5.3080726e-02   7.6683247e-02
   8.5350341e-01   1.0316186e-01   2.2988296e-01   6.7732422e-01   4.9147145e-02   4.2111973e-01   5.6807222e-03   1.0296293e-01   3.6818388e-02   5.3080726e-02   7.6683247e-02
   6.6008656e-01   1.0316186e-01   2.2988296e-01   6.7732422e-01   4.9147145e-02   4.2111973e-01   5.6807222e-03   1.0296293e-01   3.6818388e-02   5.3080726e-02   7.6683247e-02
   6.6059872e-01   1.0316186e-01   2.2988296e-01   6.7732422e-01   4.9147145e-02   4.2111973e-01   5.6807222e-03   1.0296293e-01   3.6818388e-02   5.3080726e-02   7.6683247e-02
   4.3493037e-01   1.0316186e-01   2.2988296e-01   6.7732422e-01   4.9147145e-02   4.2111973e-01   5.6807222e-03   1.0296293e-01   3.6818388e-02   5.3080726e-02   7.6683247e-02
   1.5013824e-01   1.0316186e-01   2.2988296e-01   6.7732422e-01   4.9147145e-02   4.2111973e-01   5.6807222e-03   1.0296293e-01   3.6818388e-02   5.3080726e-02   7.6683247e-02
   1.1974400e-02   1.0316186e-01   2.2988296e-01   6.7732422e-01   4.9147145e-02   4.2111973e-01   5.6807222e-03   1.0296293e-01   3.6818388e-02   5.3080726e-02   7.6683247e-02
   4.2382022e-01   1.0316186e-01   2.2988296e-01   6.7732422e-01   4.9147145e-02   4.2111973e-01   5.6807222e-03   1.0296293e-01   3.6818388e-02   5.3080726e-02   7.6683247e-02
   2.4007474e-01   1.0316186e-01   2.2988296e-01   6.7732422e-01   4.9147145e-02   4.2111973e-01   5.6807222e-03   1.0296293e-01   3.6818388e-02   5.3080726e-02   7.6683247e-02
   7.3603520e-02   1.0316186e-01   2.2988296e-01   6.7732422e-01   4.9147145e-02   4.2111973e-01   5.6807222e-03   1.0296293e-01   3.6818388e-02   5.3080726e-02   7.6683247e-02
   3.6793367e-01   1.0316186e-01   2.2988296e-01   6.7732422e-01   4.9147145e-02   4.2111973e-01   5.6807222e-03   1.0296293e-01   3.6818388e-02   5.3080726e-02   7.6683247e-02
   9.8275660e-02   1.0316186e-01   2.2988296e-01   6.7732422e-01   4.9147145e-02   4.2111973e-01   5.6807222e-03   1.0296293e-01   3.6818388e-02   5.3080726e-02   7.6683247e-02
   7.2549339e-01   1.0316186e-01   2.2988296e-01   6.7732422e-01   4.9147145e-02   4.2111973e-01   5.6807222e-03   1.0296293e-01   3.6818388e-02   5.3080726e-02   7.6683247e-02
   5.9820742e-02   1.0316186e-01   2.2988296e-01   6.7732422e-01   4.9147145e-02   4.2111973e-01   5.6807222e-03   1.0296293e-01   3.6818388e-02   5.3080726e-02   7.6683247e-02
   7.2003745e-01   1.0316186e-01   2.2988296e-01   6.7732422e-01   4.9147145e-02   4.2111973e-01   5.6807222e-03   1.0296293e-01   3.6818388e-02   5.3080726e-02   7.6683247e-02
   9.7682044e-01   1.0316186e-01   2.2988296e-01   6.7732422e-01   4.9147145e-02   4.2111973e-01   5.6807222e-03   1.0296293e-01   3.6818388e-02   5.3080726e-02   7.6683247e-02
   3.1459806e-01   1.0316186e-01   2.2988296e-01   6.7732422e-01   4.9147145e-02   4.2111973e-01   5.6807222e-03   1.0296293e-01   3.6818388e-02   5.3080726e-02   7.6683247e-02
   9.1165455e-01   1.0316186e-01   2.2988296e-01   6.7732422e-01   4.9147145e-02   4.2111973e-01   5.6807222e-03   1.0296293e-01   3.6818388e-02   5.3080726e-02   7.6683247e-02
   1.9547743e-02   1.0316186e-01   2.2988296e-01   6.7732422e-01   4.9147145e-02   4.2111973e-01   5.6807222e-03   1.0296293e-01   3.6818388e-02   5.3080726e-02   7.6683247e-02
