   1.0000000e+00   1.0000000e+00   5.8296735e+02   1.3625251e+03   5.1041184e+03   1.8231373e+02   2.9584426e+02   2.1768294e+02   2.8646945e+02   3.9584045e+02
   1.0000000e+00   0.0000000e+00   5.6879577e+02   1.3763938e+03   5.1044648e+03   1.8112820e+02   2.9582352e+02   2.1886862e+02   2.8530363e+02   3.9582296e+02
   0.0000000e+00   6.5334093e-01   5.8818506e+02   1.3552952e+03   5.1061261e+03   1.8273893e+02   2.9575777e+02   2.1725741e+02   2.8697813e+02   3.9575676e+02
   0.0000000e+00   1.0000000e+00   5.8818506e+02   1.3552952e+03   5.1061261e+03   1.8273893e+02   2.9575777e+02   2.1725741e+02   2.8697813e+02   3.9575676e+02
   7.4198262e-01   8.8072455e-01   5.8818506e+02   1.3552952e+03   5.1061261e+03   1.8273893e+02   2.9575777e+02   2.1725741e+02   2.8697813e+02   3.9575676e+02
   6.6908720e-01   5.2214900e-01   5.7409126e+02   1.3566633e+03   5.1193122e+03   1.8155746e+02   2.9523281e+02   2.1843782e+02   2.8630703e+02   3.9523098e+02
   8.7831595e-01   7.8730354e-01   5.8407808e+02   1.3720867e+03   5.0936898e+03   1.8239465e+02   2.9625670e+02   2.1757318e+02   2.8612993e+02   3.9625603e+02
   8.9950446e-01   4.8480558e-01   5.8768634e+02   1.3512340e+03   5.1107805e+03   1.8269224e+02   2.9557082e+02   2.1728068e+02   2.8711874e+02   3.9557033e+02
   8.7433606e-01   6.1790530e-02   5.7810182e+02   1.3768140e+03   5.0948924e+03   1.8190440e+02   2.9620916e+02   2.1808253e+02   2.8568899e+02   3.9620766e+02
   8.4375058e-01   3.7588223e-01   5.9578924e+02   1.3517733e+03   5.1020863e+03   1.8337263e+02   2.9591808e+02   2.1662430e+02   2.8744838e+02   3.9591775e+02
   4.1883403e-01   4.4086287e-01   5.8703898e+02   1.3616405e+03   5.1011520e+03   1.8263375e+02   2.9596222e+02   2.1734637e+02   2.8667050e+02   3.9595827e+02
   8.8283311e-01   3.5135827e-01   5.7764112e+02   1.3536627e+03   5.1187113e+03   1.8186208e+02   2.9526641e+02   2.1813493e+02   2.8659411e+02   3.9526253e+02
   3.9636908e-01   5.9178371e-01   5.9043083e+02   1.3550800e+03   5.1042931e+03   1.8292309e+02   2.9583113e+02   2.1704976e+02   2.8708165e+02   3.9582983e+02
   8.2634572e-01   1.5331575e-01   5.8846177e+02   1.3562862e+03   5.1051191e+03   1.8276754e+02   2.9580526e+02   2.1722412e+02   2.8695707e+02   3.9580280e+02
   2.7219544e-01   9.9099128e-01   5.8795592e+02   1.3492455e+03   5.1126809e+03   1.8271566e+02   2.9549612e+02   2.1724465e+02   2.8721429e+02   3.9549453e+02
   7.9803562e-01   9.7323134e-01   5.6748220e+02   1.3667708e+03   5.1156634e+03   1.8101326e+02   2.9537896e+02   2.1897544e+02   2.8562734e+02   3.9537820e+02
   1.0000000e+00   5.0454413e-01   5.7828657e+02   1.3574408e+03   5.1141210e+03   1.8192604e+02   2.9544309e+02   2.1805887e+02   2.8646544e+02   3.9544048e+02
   9.6010544e-01   6.3473440e-01   5.8803083e+02   1.3469227e+03   5.1147251e+03   1.8272677e+02   2.9541439e+02   2.1726404e+02   2.8730964e+02   3.9541309e+02
   8.0036586e-01   4.5124087e-01   5.8339261e+02   1.3652441e+03   5.1011145e+03   1.8233808e+02   2.9595873e+02   2.1765743e+02   2.8636884e+02   3.9595800e+02
   1.0000000e+00   3.0506766e-01   5.7366819e+02   1.3609360e+03   5.1152452e+03   1.8154115e+02   2.9539733e+02   2.1845669e+02   2.8613082e+02   3.9539438e+02
   1.0000000e+00   8.5722759e-01   5.8304300e+02   1.3625251e+03   5.1041184e+03   1.8231373e+02   2.9584426e+02   2.1768294e+02   2.8646945e+02   3.9584045e+02
   2.9830492e-01   2.2736788e-01   5.9035313e+02   1.3543699e+03   5.1051425e+03   1.8292542e+02   2.9580197e+02   2.1706101e+02   2.8712138e+02   3.9579894e+02
   3.3983666e-01   2.4497022e-01   5.7420311e+02   1.3626457e+03   5.1130377e+03   1.8157461e+02   2.9548785e+02   2.1839089e+02   2.8607605e+02   3.9548579e+02
   1.0000000e+00   4.1640573e-01   5.7134740e+02   1.3693325e+03   5.1092850e+03   1.8133013e+02   2.9563114e+02   2.1864511e+02   2.8568026e+02   3.9563004e+02
   3.1960599e-01   3.6585089e-01   5.9455212e+02   1.3498017e+03   5.1053827e+03   1.8326436e+02   2.9578648e+02   2.1673512e+02   2.8747518e+02   3.9578563e+02
   1.5907370e-01   7.9800170e-01   5.8818506e+02   1.3552952e+03   5.1061261e+03   1.8273893e+02   2.9575777e+02   2.1725741e+02   2.8697813e+02   3.9575676e+02
   5.0285019e-01   3.6825272e-01   5.8304300e+02   1.3625251e+03   5.1041184e+03   1.8231373e+02   2.9584426e+02   2.1768294e+02   2.8646945e+02   3.9584045e+02
   1.0000000e+00   1.2289223e-01   5.6879577e+02   1.3763938e+03   5.1044648e+03   1.8112820e+02   2.9582352e+02   2.1886862e+02   2.8530363e+02   3.9582296e+02
