   1.0000000e+00   7.8000000e+01   3.3000000e+01   2.9995945e+01   4.5000000e+01   3.6774413e+01
   1.0000000e+00   7.8000000e+01   3.3000000e+01   2.9995945e+01   4.5000000e+01   3.6774413e+01
   0.0000000e+00   7.8000000e+01   3.3000297e+01   2.9995639e+01   4.5000000e+01   3.6774962e+01
   9.4743339e-01   7.8002455e+01   3.3000000e+01   2.9996174e+01   4.5000000e+01   3.6773226e+01
   9.4227503e-01   7.8000000e+01   3.3000000e+01   2.9997326e+01   4.5000000e+01   3.6771938e+01
   6.2233211e-01   7.8006879e+01   3.3000000e+01   2.9995945e+01   4.5000000e+01   3.6774413e+01
   9.8840405e-01   7.8000000e+01   3.3001085e+01   2.9996218e+01   4.5000000e+01   3.6774114e+01
   9.9148746e-01   7.8000000e+01   3.3000000e+01   2.9995945e+01   4.5000000e+01   3.6774413e+01
   4.6113174e-01   7.8001052e+01   3.3000000e+01   2.9997326e+01   4.5000000e+01   3.6773195e+01
   5.4269572e-01   7.8002319e+01   3.3000000e+01   2.9997326e+01   4.5000000e+01   3.6772567e+01
   5.8682549e-01   7.8002703e+01   3.3000390e+01   2.9997326e+01   4.5000000e+01   3.6772567e+01
   2.3005038e-01   7.8000000e+01   3.3000390e+01   2.9997326e+01   4.5000000e+01   3.6772567e+01
   9.6901017e-01   7.8001841e+01   3.3000000e+01   2.9996174e+01   4.5000000e+01   3.6773226e+01
   8.8720872e-01   7.8000000e+01   3.3000000e+01   2.9997326e+01   4.5000000e+01   3.6771938e+01
   9.7837436e-01   7.8000000e+01   3.3000000e+01   2.9996218e+01   4.5000000e+01   3.6774114e+01
   5.9202699e-01   7.8002319e+01   3.3000000e+01   2.9997326e+01   4.5000000e+01   3.6772567e+01
   1.4079019e-02   7.8000000e+01   3.3000000e+01   2.9995945e+01   4.5000000e+01   3.6774413e+01
   3.4974299e-01   7.8000555e+01   3.3000000e+01   2.9997326e+01   4.5000000e+01   3.6773195e+01
   3.9175973e-01   7.8001052e+01   3.3000123e+01   2.9997326e+01   4.4993392e+01   3.6773195e+01
   6.4904815e-01   7.8001052e+01   3.3000000e+01   2.9997326e+01   4.4998157e+01   3.6773195e+01
   7.8834146e-03   7.8000000e+01   3.3000000e+01   2.9995945e+01   4.5000000e+01   3.6774413e+01
   5.4269572e-01   7.8002319e+01   3.3000000e+01   2.9997326e+01   4.5000000e+01   3.6772567e+01
   1.2092096e-01   7.8000000e+01   3.3000000e+01   2.9997035e+01   4.5000000e+01   3.6772267e+01
   7.2419567e-01   7.8006271e+01   3.3000000e+01   2.9996174e+01   4.5000000e+01   3.6773226e+01
   8.8660632e-01   7.8000000e+01   3.3000000e+01   2.9997326e+01   4.5000000e+01   3.6772567e+01
   5.3776578e-02   7.8000249e+01   3.3000677e+01   2.9996290e+01   4.4998194e+01   3.6774005e+01
   2.7180086e-01   7.8000000e+01   3.3000000e+01   2.9997326e+01   4.5000000e+01   3.6773195e+01
   7.8854752e-01   7.8000211e+01   3.3000000e+01   2.9997326e+01   4.5000000e+01   3.6773195e+01
   1.6595249e-01   7.8003096e+01   3.3000000e+01   2.9996024e+01   4.5000000e+01   3.6774868e+01
   9.6110503e-01   7.8002320e+01   3.3000000e+01   2.9996174e+01   4.5000000e+01   3.6773226e+01
   9.6289569e-01   7.8001841e+01   3.3000000e+01   2.9996174e+01   4.5000000e+01   3.6773226e+01
   3.9383299e-01   7.8006271e+01   3.3000000e+01   2.9996174e+01   4.5000000e+01   3.6773226e+01
   3.0917551e-01   7.8000211e+01   3.3000000e+01   2.9997326e+01   4.5000000e+01   3.6773195e+01
   9.4672173e-02   7.8002391e+01   3.3000552e+01   2.9996033e+01   4.4999168e+01   3.6774172e+01
   3.7485121e-02   7.8000868e+01   3.3000201e+01   2.9995846e+01   4.4998361e+01   3.6775026e+01
   7.4261999e-01   7.8000555e+01   3.3000000e+01   2.9997326e+01   4.5000000e+01   3.6773195e+01
   6.1317349e-01   7.8002319e+01   3.3000000e+01   2.9997326e+01   4.5000000e+01   3.6772567e+01
   7.7925113e-01   7.8000502e+01   3.3000000e+01   2.9997326e+01   4.5000000e+01   3.6773195e+01
   1.9634049e-01   7.8002101e+01   3.3000000e+01   2.9996089e+01   4.4999145e+01   3.6776025e+01
   4.1670593e-01   7.8001052e+01   3.3000000e+01   2.9997326e+01   4.4993392e+01   3.6773195e+01
   1.6599007e-01   7.8003096e+01   3.3000136e+01   2.9996024e+01   4.5000000e+01   3.6774868e+01
   8.3802709e-01   7.8000000e+01   3.3000000e+01   2.9997326e+01   4.5000000e+01   3.6772944e+01
   1.9634049e-01   7.8002101e+01   3.3000000e+01   2.9996089e+01   4.4997936e+01   3.6776025e+01
   8.5073400e-01   7.8000000e+01   3.3000009e+01   2.9997326e+01   4.5000000e+01   3.6772567e+01
   5.1092493e-03   7.8000000e+01   3.3000000e+01   2.9995945e+01   4.5000000e+01   3.6774413e+01
   7.9728207e-01   7.8000211e+01   3.3000000e+01   2.9997326e+01   4.5000000e+01   3.6773195e+01
   2.8054330e-01   7.8000000e+01   3.3000000e+01   2.9997326e+01   4.5000000e+01   3.6773195e+01
   8.7889553e-01   7.8000000e+01   3.3000000e+01   2.9997326e+01   4.5000000e+01   3.6772567e+01
   9.0573724e-01   7.8000000e+01   3.3000000e+01   2.9997326e+01   4.5000000e+01   3.6771938e+01
   7.5169073e-01   7.8000555e+01   3.3000000e+01   2.9997326e+01   4.5000000e+01   3.6773195e+01
   6.4904815e-01   7.8001052e+01   3.3000000e+01   2.9997326e+01   4.4998157e+01   3.6773195e+01
   4.2918309e-01   7.8001052e+01   3.3000000e+01   2.9997326e+01   4.5000000e+01   3.6773195e+01
   8.3335417e-01   7.8000000e+01   3.3000000e+01   2.9997326e+01   4.5000000e+01   3.6773195e+01
   9.5973240e-01   7.8002455e+01   3.3000000e+01   2.9996174e+01   4.5000000e+01   3.6773226e+01
   3.3756687e-01   7.8000555e+01   3.3000000e+01   2.9997326e+01   4.5000000e+01   3.6773195e+01
   9.3256825e-01   7.8000000e+01   3.3000000e+01   2.9997326e+01   4.5000000e+01   3.6771938e+01
   1.1607185e-01   7.8002027e+01   3.3001085e+01   2.9996218e+01   4.4998426e+01   3.6774114e+01
   6.5688376e-01   7.8001052e+01   3.3000000e+01   2.9997326e+01   4.5000000e+01   3.6773195e+01
   6.6677289e-01   7.8001052e+01   3.3000000e+01   2.9997326e+01   4.5000000e+01   3.6773195e+01
   3.0044096e-01   7.8000211e+01   3.3000000e+01   2.9997326e+01   4.5000000e+01   3.6773195e+01
   6.9519242e-01   7.8001052e+01   3.3000000e+01   2.9997326e+01   4.5000000e+01   3.6773195e+01
   8.2494638e-01   7.8000000e+01   3.3000000e+01   2.9997326e+01   4.5000000e+01   3.6773195e+01
   7.9962301e-01   7.8000000e+01   3.3000000e+01   2.9997326e+01   4.5000000e+01   3.6773195e+01
   6.7977861e-01   7.8001001e+01   3.3000000e+01   2.9997326e+01   4.5000000e+01   3.6773195e+01
   9.0806301e-01   7.8000000e+01   3.3000205e+01   2.9997326e+01   4.5000000e+01   3.6771938e+01
   6.7327547e-01   7.8001052e+01   3.3000000e+01   2.9997326e+01   4.4998157e+01   3.6773195e+01
   7.7826823e-01   7.8000555e+01   3.3000000e+01   2.9997326e+01   4.5000000e+01   3.6773195e+01
   7.6609211e-01   7.8000555e+01   3.3000000e+01   2.9997326e+01   4.5000000e+01   3.6773195e+01
   8.3357669e-01   7.8000000e+01   3.3000000e+01   2.9997326e+01   4.5000000e+01   3.6772944e+01
   7.2098384e-01   7.8006271e+01   3.3000000e+01   2.9996174e+01   4.5000000e+01   3.6773226e+01
   6.9657851e-01   7.8006271e+01   3.3000000e+01   2.9996174e+01   4.5000000e+01   3.6773226e+01
   7.4261999e-01   7.8000555e+01   3.3000000e+01   2.9997326e+01   4.5000000e+01   3.6773195e+01
   9.5028523e-02   7.8001841e+01   3.3000000e+01   2.9995849e+01   4.5000000e+01   3.6775641e+01
   8.5469571e-01   7.8000000e+01   3.3000390e+01   2.9997326e+01   4.5000000e+01   3.6772567e+01
   6.1317349e-01   7.8002319e+01   3.3000000e+01   2.9997326e+01   4.5000000e+01   3.6772567e+01
   9.3256825e-01   7.8000000e+01   3.3000000e+01   2.9997326e+01   4.5000000e+01   3.6771938e+01
   3.3761006e-01   7.8000555e+01   3.3000000e+01   2.9997326e+01   4.5000000e+01   3.6773195e+01
   7.6278002e-01   7.8000555e+01   3.3000000e+01   2.9997326e+01   4.5000000e+01   3.6773195e+01
   4.2301248e-01   7.8001052e+01   3.3000123e+01   2.9997326e+01   4.4998667e+01   3.6773195e+01
   4.4043230e-01   7.8001052e+01   3.3000000e+01   2.9997326e+01   4.5000000e+01   3.6773195e+01
   4.4043230e-01   7.8001052e+01   3.3000000e+01   2.9997326e+01   4.5000000e+01   3.6773195e+01
   6.8897758e-01   7.8001052e+01   3.3000000e+01   2.9997326e+01   4.5000000e+01   3.6773195e+01
   4.6113174e-01   7.8001052e+01   3.3000000e+01   2.9997326e+01   4.5000000e+01   3.6773195e+01
   4.4692935e-02   7.8002911e+01   3.3000273e+01   2.9995551e+01   4.4999911e+01   3.6774561e+01
   7.0117746e-01   7.8006271e+01   3.3000000e+01   2.9996174e+01   4.5000000e+01   3.6773226e+01
   8.1673404e-01   7.8000000e+01   3.3000000e+01   2.9997326e+01   4.4995905e+01   3.6773195e+01
   8.1192791e-01   7.8000000e+01   3.3000000e+01   2.9997326e+01   4.5000000e+01   3.6773195e+01
   8.0410775e-01   7.8000000e+01   3.3000000e+01   2.9997326e+01   4.5000000e+01   3.6773195e+01
   8.6577551e-01   7.8000000e+01   3.3000390e+01   2.9997326e+01   4.5000000e+01   3.6772567e+01
   4.5342760e-01   7.8001052e+01   3.3000103e+01   2.9997326e+01   4.5000000e+01   3.6773195e+01
   8.6577551e-01   7.8000000e+01   3.3000390e+01   2.9997326e+01   4.5000000e+01   3.6772567e+01
   4.5342760e-01   7.8001052e+01   3.3000103e+01   2.9997326e+01   4.5000000e+01   3.6773195e+01
   2.7626018e-01   7.8000000e+01   3.3000000e+01   2.9997326e+01   4.5000000e+01   3.6773195e+01
   3.0152641e-01   7.8000204e+01   3.3000000e+01   2.9997326e+01   4.4999147e+01   3.6773195e+01
   7.0934299e-01   7.8006271e+01   3.3000000e+01   2.9996174e+01   4.5000000e+01   3.6773226e+01
   9.0806301e-01   7.8000000e+01   3.3000205e+01   2.9997326e+01   4.5000000e+01   3.6771938e+01
   7.0934299e-01   7.8006271e+01   3.3000000e+01   2.9996174e+01   4.5000000e+01   3.6773226e+01
   9.7943169e-01   7.8000000e+01   3.3000000e+01   2.9996218e+01   4.5000000e+01   3.6774114e+01
   8.3802709e-01   7.8000000e+01   3.3000000e+01   2.9997326e+01   4.5000000e+01   3.6772944e+01
   8.5073400e-01   7.8000000e+01   3.3000009e+01   2.9997326e+01   4.5000000e+01   3.6772567e+01
