   9.6778007e-01   2.2731520e+00   1.9390975e+00  -4.8303644e-01   4.4059878e+00  -5.8354248e-01   1.1689911e+00   1.6057230e+00
   9.6778007e-01   2.2731520e+00   1.9390975e+00  -4.8303644e-01   4.4059878e+00  -5.8354248e-01   1.1689911e+00   1.6057230e+00
   0.0000000e+00   2.2731520e+00   1.9390975e+00  -4.9519501e-01   4.4059878e+00  -5.8354248e-01   1.1841756e+00   1.6156237e+00
   0.0000000e+00   2.2731520e+00   1.9390975e+00  -4.9519501e-01   4.4059878e+00  -5.8354248e-01   1.1841756e+00   1.6156237e+00
   4.6461994e-01   2.2972099e+00   1.9490501e+00  -4.8934165e-01   4.3823707e+00  -6.5001532e-01   1.0205904e+00   1.5846555e+00
   6.5113776e-01   2.2731520e+00   1.9390975e+00  -4.9550677e-01   4.4059878e+00  -5.8378149e-01   1.1730367e+00   1.6072563e+00
   2.2326483e-01   2.3401173e+00   1.9565150e+00  -3.4286337e-01   4.3437909e+00  -6.4582039e-01   1.0962915e+00   1.6121614e+00
   4.6453796e-01   2.2972099e+00   1.9490501e+00  -6.2991200e-01   4.3823707e+00  -6.5001532e-01   1.0205904e+00   1.5846555e+00
   1.3911685e-01   2.2921397e+00   1.9499950e+00  -3.6957914e-01   4.3760068e+00  -6.5719459e-01   1.0609442e+00   1.5816336e+00
   1.5615515e-01   2.3040323e+00   1.9487122e+00  -3.5865196e-01   4.3708004e+00  -6.3707535e-01   1.0522183e+00   1.5532767e+00
   6.0837909e-01   2.2731520e+00   1.9390975e+00  -4.8878747e-01   4.4059878e+00  -5.8354248e-01   1.1689911e+00   1.6156237e+00
   3.4252169e-02   2.3679270e+00   1.9343650e+00  -4.4340195e-01   4.4057764e+00  -6.9510237e-01   1.0232707e+00   1.6405298e+00
   8.1782799e-02   2.2658979e+00   1.9705413e+00  -4.8295038e-01   4.3373365e+00  -6.6316641e-01   1.0104569e+00   1.5506578e+00
   7.6990803e-01   2.2731520e+00   1.9390975e+00  -4.8303644e-01   4.4059878e+00  -5.8354248e-01   1.1841756e+00   1.6057230e+00
   3.5371750e-01   2.3040323e+00   1.9487122e+00  -3.5865196e-01   4.3708004e+00  -6.3707535e-01   1.0522183e+00   1.5531802e+00
   7.6646001e-01   2.2731520e+00   1.9390975e+00  -4.8303644e-01   4.4059878e+00  -5.8354248e-01   1.1841756e+00   1.6057230e+00
   2.4873058e-03   2.2731520e+00   1.9390975e+00  -4.9550677e-01   4.4059878e+00  -5.8378149e-01   1.1882213e+00   1.6072563e+00
   5.4596475e-01   2.2731520e+00   1.9390975e+00  -4.8878747e-01   4.4059878e+00  -5.8354248e-01   1.1841756e+00   1.6156237e+00
   6.0837909e-01   2.2731520e+00   1.9390975e+00  -4.8878747e-01   4.4059878e+00  -5.8354248e-01   1.1689911e+00   1.6156237e+00
   2.0671027e-01   2.3679270e+00   1.9343650e+00  -4.4340195e-01   4.4057764e+00  -6.9510237e-01   1.0080862e+00   1.6405298e+00
   2.9962345e-01   2.3040323e+00   1.9487122e+00  -3.5865196e-01   4.3708004e+00  -6.3707535e-01   1.0522183e+00   1.5532767e+00
   7.7825680e-03   2.3401173e+00   1.9565150e+00  -3.4286337e-01   4.3437909e+00  -6.4582039e-01   1.0962915e+00   1.6121614e+00
   8.3306496e-01   2.2731520e+00   1.9390975e+00  -4.8303644e-01   4.4059878e+00  -5.8354248e-01   1.1841756e+00   1.6057230e+00
   8.9505521e-01   2.2731520e+00   1.9390975e+00  -4.8303644e-01   4.4059878e+00  -5.8354248e-01   1.1841756e+00   1.6057230e+00
   1.5615515e-01   2.3040323e+00   1.9487122e+00  -3.5865196e-01   4.3708004e+00  -6.3707535e-01   1.0522183e+00   1.5532767e+00
   7.1059812e-01   2.2731520e+00   1.9390975e+00  -4.9550677e-01   4.4059878e+00  -5.8378149e-01   1.1730367e+00   1.6072563e+00
   5.4859456e-01   2.2972099e+00   1.9490501e+00  -4.8934165e-01   4.3823707e+00  -6.5586568e-01   1.0205904e+00   1.5846555e+00
   8.2954933e-01   2.2731520e+00   1.9390975e+00  -4.8303644e-01   4.4059878e+00  -5.8354248e-01   1.1841756e+00   1.6057230e+00
   9.5951943e-01   2.2731520e+00   1.9390975e+00  -4.8303644e-01   4.4059878e+00  -5.8354248e-01   1.1841756e+00   1.6057230e+00
   9.0205015e-01   2.2731520e+00   1.9390975e+00  -4.8303644e-01   4.4059878e+00  -5.8354248e-01   1.1841756e+00   1.6057230e+00
   3.9528122e-02   2.3032491e+00   1.9532594e+00  -3.3812802e-01   4.3638349e+00  -6.3522352e-01   9.8931415e-01   1.5678472e+00
   1.3911685e-01   2.2921397e+00   1.9499950e+00  -3.6957914e-01   4.3760068e+00  -6.5719459e-01   1.0609442e+00   1.5816336e+00
   4.1067812e-01   2.3040323e+00   1.9487122e+00  -3.5865196e-01   4.3708004e+00  -6.3707535e-01   1.0522183e+00   1.5532767e+00
   4.0740282e-01   2.3040323e+00   1.9487122e+00  -3.5865196e-01   4.3708004e+00  -6.3707535e-01   1.0522183e+00   1.5532767e+00
   3.0213743e-01   2.3040323e+00   1.9487122e+00  -3.5865196e-01   4.3708004e+00  -6.3707535e-01   1.0522183e+00   1.5532767e+00
