   1.0885249e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   6.6133597e-17   1.0800436e+00   0.0000000e+00   0.0000000e+00
   1.0014462e+00   0.0000000e+00   8.7690619e-01   0.0000000e+00
   6.1442179e-17   1.0034269e+00   1.0468701e+00   0.0000000e+00
   9.9777676e-01   7.9237847e-02   1.1890549e+00   0.0000000e+00
   1.8222547e-01   9.9518868e-01   8.6725460e-01   0.0000000e+00
   1.0713726e+00   5.7961896e-02   1.0892430e-01   0.0000000e+00
   4.4791890e-01   9.3698800e-01   7.8878521e-01   0.0000000e+00
   8.4921390e-01   5.8146248e-01   9.6037390e-01   0.0000000e+00
   8.9436613e-01   8.1290641e-01   2.5933838e-01   0.0000000e+00
   9.9624074e-01   2.3564004e-01   1.1461741e+00   0.0000000e+00
   3.2930758e-01   1.0581947e+00   0.0000000e+00   0.0000000e+00
   6.5835362e-01   9.8059512e-01   4.0514193e-01   0.0000000e+00
   2.5909685e-01   1.0368214e+00   5.4935153e-01   0.0000000e+00
   3.9725776e-01   9.8474449e-01   8.8880183e-01   0.0000000e+00
   7.6030019e-01   9.0276998e-01   4.1144213e-02   0.0000000e+00
   8.2307624e-01   7.9902328e-01   3.3978189e-01   0.0000000e+00
   5.3077060e-01   8.9461011e-01   8.9166693e-01   0.0000000e+00
   1.0096727e+00   4.1382281e-01   4.2837796e-01   0.0000000e+00
   8.5333837e-01   7.4636024e-01   6.2149373e-01   0.0000000e+00
   7.9694141e-01   6.6328614e-01   1.0909309e+00   0.0000000e+00
   1.0833481e+00   0.0000000e+00   4.9653685e-01   0.0000000e+00
   9.7570851e-01   5.0376350e-01   0.0000000e+00   0.0000000e+00
   9.0876043e-01   4.6705364e-01   9.5342279e-01   0.0000000e+00
   7.5414915e-01   6.9365013e-01   9.0614387e-01   0.0000000e+00
   9.4348845e-01   3.6738806e-01   9.9341991e-01   0.0000000e+00
   1.0558408e+00   2.8447282e-01   3.1596897e-01   0.0000000e+00
   9.7702580e-01   2.4360291e-01   1.1273731e+00   0.0000000e+00
   6.1730187e-01   8.5871348e-01   8.2454880e-01   0.0000000e+00
   1.0071429e+00   0.0000000e+00   7.0173470e-01   0.0000000e+00
   8.1085553e-01   8.1265076e-01   5.2348450e-01   0.0000000e+00
   9.4680451e-01   3.2474156e-01   8.7646950e-01   0.0000000e+00
   7.6138284e-01   7.3636767e-01   8.2583452e-01   0.0000000e+00
   1.0200044e+00   1.9840364e-02   5.8188688e-01   0.0000000e+00
   7.7270518e-01   6.8972989e-01   1.0897819e+00   0.0000000e+00
   8.8890720e-01   6.7063624e-01   8.6603567e-01   0.0000000e+00
   5.7696381e-01   9.2469279e-01   8.4145945e-01   0.0000000e+00
   8.2709323e-01   6.7012833e-01   9.1248296e-01   0.0000000e+00
   6.8762137e-01   7.4850238e-01   9.4842989e-01   0.0000000e+00
   5.6245230e-01   8.4659693e-01   9.4842989e-01   0.0000000e+00
   9.3747244e-01   3.8247858e-01   9.9341991e-01   0.0000000e+00
   6.7182337e-01   8.8261453e-01   8.1315624e-01   0.0000000e+00
   7.9694141e-01   6.6328614e-01   1.0909309e+00   0.0000000e+00
   7.2114358e-01   7.3744309e-01   1.0561591e+00   0.0000000e+00
   9.3399797e-01   3.8280691e-01   7.0330908e-01   0.0000000e+00
   9.6473249e-01   2.7131495e-01   8.7609268e-01   0.0000000e+00
   1.0223182e+00   0.0000000e+00   5.5475044e-01   0.0000000e+00
   5.4114868e-01   1.0310734e+00   0.0000000e+00   0.0000000e+00
   1.0035211e+00   0.0000000e+00   7.4697417e-01   0.0000000e+00
