   1.0000000e+00   0.0000000e+00   0.0000000e+00   4.1047409e+00   0.0000000e+00   3.2039817e+00   9.9889793e+00   0.0000000e+00   0.0000000e+00   2.0111133e-02   0.0000000e+00   3.5305256e-01   2.9866965e-01   5.4195573e-01   4.1860649e-01   3.0230373e-01
   1.0000000e+00   0.0000000e+00   0.0000000e+00   4.1047409e+00   0.0000000e+00   3.2039817e+00   9.9889793e+00   0.0000000e+00   0.0000000e+00   2.0111133e-02   0.0000000e+00   3.5305256e-01   2.9866965e-01   5.4195573e-01   4.1860649e-01   3.0230373e-01
   6.2753619e-02   0.0000000e+00   0.0000000e+00   4.1207747e+00   0.0000000e+00   3.2039817e+00   9.9970536e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   3.5305256e-01   2.9866965e-01   5.4195573e-01   4.1860649e-01   3.0230373e-01
   3.9539922e-01   0.0000000e+00   0.0000000e+00   4.1207747e+00   1.2166275e-02   3.2039817e+00   1.0000000e+01   0.0000000e+00   0.0000000e+00   2.0111133e-02   1.9821420e-02   3.5305256e-01   2.9866965e-01   5.4195573e-01   4.1860649e-01   3.0230373e-01
   2.1713995e-01   1.5660691e-04   5.4832259e-03   3.9629004e+00   6.8474759e-03   3.1836878e+00   9.9658828e+00   2.7815552e-04   1.0761166e-04   2.1062256e-02   9.6802311e-03   3.7550614e-01   3.1115101e-01   5.4275327e-01   4.0621579e-01   2.9001111e-01
   6.2493151e-01   0.0000000e+00   0.0000000e+00   4.1207747e+00   0.0000000e+00   3.2039817e+00   9.9916072e+00   0.0000000e+00   0.0000000e+00   2.0111133e-02   0.0000000e+00   3.5305256e-01   2.9866965e-01   5.4195573e-01   4.1860649e-01   3.0230373e-01
   3.9539922e-01   0.0000000e+00   0.0000000e+00   4.1207747e+00   1.2166275e-02   3.2039817e+00   1.0000000e+01   0.0000000e+00   0.0000000e+00   2.0111133e-02   1.9821420e-02   3.5305256e-01   2.9866965e-01   5.4195573e-01   4.1860649e-01   3.0230373e-01
   2.1713995e-01   1.5660691e-04   5.4832259e-03   3.9629004e+00   6.8474759e-03   3.1836878e+00   9.9658828e+00   2.7815552e-04   1.0761166e-04   2.1062256e-02   9.6802311e-03   3.7550614e-01   3.1115101e-01   5.4275327e-01   4.0621579e-01   2.9001111e-01
   7.6020771e-01   0.0000000e+00   0.0000000e+00   4.1207747e+00   0.0000000e+00   3.2039817e+00   9.9916072e+00   0.0000000e+00   0.0000000e+00   2.0111133e-02   2.9500656e-04   3.5305256e-01   2.9866965e-01   5.4195573e-01   4.1860649e-01   3.0230373e-01
   7.3168542e-02   0.0000000e+00   0.0000000e+00   4.1207747e+00   0.0000000e+00   3.2039817e+00   9.9916072e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   3.5305256e-01   2.9866965e-01   5.4195573e-01   4.1860649e-01   3.0230373e-01
   7.6020771e-01   0.0000000e+00   0.0000000e+00   4.1207747e+00   0.0000000e+00   3.2039817e+00   9.9916072e+00   0.0000000e+00   0.0000000e+00   2.0111133e-02   2.9500656e-04   3.5305256e-01   2.9866965e-01   5.4195573e-01   4.1860649e-01   3.0230373e-01
   1.2936545e-01   2.6109416e-04   7.8466746e-03   3.9426024e+00   2.6061874e-03   3.2637478e+00   9.9652269e+00   0.0000000e+00   9.1158020e-05   2.3505965e-02   1.7429049e-02   3.6976942e-01   2.8596547e-01   5.3579210e-01   4.0045351e-01   3.0535748e-01
   9.0580460e-02   0.0000000e+00   0.0000000e+00   4.1207747e+00   0.0000000e+00   3.2039817e+00   1.0000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   3.5305256e-01   2.9866965e-01   5.4195573e-01   4.1860649e-01   3.0230373e-01
   1.1409281e-01   3.3731215e-04   0.0000000e+00   4.1167196e+00   7.2827960e-03   3.1657933e+00   9.9676433e+00   6.7837376e-05   1.3983468e-04   4.2129179e-03   9.8706855e-03   3.5847988e-01   3.1212869e-01   5.4632969e-01   4.1957280e-01   2.9332570e-01
   1.2091280e-01   5.3670771e-05   7.0669772e-03   4.0709436e+00   6.7650274e-04   3.2133880e+00   9.9890585e+00   4.6727348e-05   7.3527810e-05   2.8464544e-03   9.8877726e-03   3.5846066e-01   2.9831659e-01   5.3907129e-01   4.1341513e-01   2.9917146e-01
   9.3470021e-02   2.6109416e-04   7.8466746e-03   3.9426024e+00   2.6061874e-03   3.2637478e+00   9.9652269e+00   0.0000000e+00   9.1158020e-05   2.3505965e-02   1.7429049e-02   3.6976942e-01   2.8596547e-01   5.3579210e-01   4.0045351e-01   3.0535748e-01
   4.8305851e-01   1.5660691e-04   0.0000000e+00   3.9603521e+00   0.0000000e+00   3.1836878e+00   9.9658828e+00   0.0000000e+00   0.0000000e+00   2.1062256e-02   0.0000000e+00   3.7550614e-01   3.1115101e-01   5.4275327e-01   4.0621579e-01   2.9001111e-01
   4.5002721e-01   0.0000000e+00   0.0000000e+00   4.1207747e+00   0.0000000e+00   3.2039817e+00   9.9916072e+00   0.0000000e+00   0.0000000e+00   1.4541071e-02   0.0000000e+00   3.5305256e-01   2.9866965e-01   5.4195573e-01   4.1860649e-01   3.0230373e-01
   4.3395566e-01   0.0000000e+00   0.0000000e+00   4.1207747e+00   1.2166275e-02   3.2039817e+00   9.9970536e+00   1.3708005e-04   0.0000000e+00   2.0111133e-02   1.5823347e-02   3.5305256e-01   2.9866965e-01   5.4195573e-01   4.1860649e-01   3.0230373e-01
   4.8305851e-01   1.5660691e-04   0.0000000e+00   3.9603521e+00   0.0000000e+00   3.1836878e+00   9.9658828e+00   0.0000000e+00   0.0000000e+00   2.1062256e-02   0.0000000e+00   3.7550614e-01   3.1115101e-01   5.4275327e-01   4.0621579e-01   2.9001111e-01
   8.6485768e-01   0.0000000e+00   0.0000000e+00   4.1074288e+00   0.0000000e+00   3.2039817e+00   9.9889793e+00   0.0000000e+00   0.0000000e+00   2.0111133e-02   0.0000000e+00   3.5305256e-01   2.9866965e-01   5.4195573e-01   4.1860649e-01   3.0230373e-01
   9.1444876e-02   0.0000000e+00   0.0000000e+00   4.1207747e+00   0.0000000e+00   3.2039817e+00   9.9916072e+00   0.0000000e+00   0.0000000e+00   2.7265014e-03   2.9500656e-04   3.5305256e-01   2.9866965e-01   5.4195573e-01   4.1860649e-01   3.0230373e-01
   9.8316016e-01   0.0000000e+00   0.0000000e+00   4.1074288e+00   0.0000000e+00   3.2039817e+00   9.9889793e+00   0.0000000e+00   0.0000000e+00   2.0111133e-02   0.0000000e+00   3.5305256e-01   2.9866965e-01   5.4195573e-01   4.1860649e-01   3.0230373e-01
   1.7317127e-01   0.0000000e+00   0.0000000e+00   3.8891903e+00   1.0266272e-02   3.1889725e+00   9.9426353e+00   0.0000000e+00   0.0000000e+00   2.3276419e-02   1.9652945e-03   3.8589737e-01   3.1187368e-01   5.4386619e-01   3.9867677e-01   2.8844292e-01
   5.3020186e-01   0.0000000e+00   0.0000000e+00   3.9603521e+00   0.0000000e+00   3.1836878e+00   9.9658828e+00   0.0000000e+00   0.0000000e+00   2.1062256e-02   0.0000000e+00   3.7550614e-01   3.1115101e-01   5.4275327e-01   4.0621579e-01   2.9001111e-01
   4.5002721e-01   0.0000000e+00   0.0000000e+00   4.1207747e+00   0.0000000e+00   3.2039817e+00   9.9916072e+00   0.0000000e+00   0.0000000e+00   1.4541071e-02   0.0000000e+00   3.5305256e-01   2.9866965e-01   5.4195573e-01   4.1860649e-01   3.0230373e-01
   9.7151743e-01   0.0000000e+00   0.0000000e+00   4.1074288e+00   0.0000000e+00   3.2039817e+00   9.9889793e+00   0.0000000e+00   0.0000000e+00   2.0111133e-02   0.0000000e+00   3.5305256e-01   2.9866965e-01   5.4195573e-01   4.1860649e-01   3.0230373e-01
   1.4573892e-01   3.1174357e-04   3.9033305e-03   3.8164533e+00   1.9293085e-02   3.2728681e+00   9.9791364e+00   5.2486036e-05   1.9100283e-05   4.4225067e-03   2.1379374e-02   3.9065195e-01   2.8497605e-01   5.2612647e-01   3.7739110e-01   2.9284762e-01
   8.8536181e-01   0.0000000e+00   0.0000000e+00   4.1074288e+00   0.0000000e+00   3.2039817e+00   9.9889793e+00   0.0000000e+00   0.0000000e+00   2.0111133e-02   0.0000000e+00   3.5305256e-01   2.9866965e-01   5.4195573e-01   4.1860649e-01   3.0230373e-01
   9.2985702e-01   0.0000000e+00   0.0000000e+00   4.1207747e+00   0.0000000e+00   3.2039817e+00   9.9916072e+00   0.0000000e+00   0.0000000e+00   2.0111133e-02   0.0000000e+00   3.5305256e-01   2.9866965e-01   5.4195573e-01   4.1860649e-01   3.0230373e-01
   9.0244130e-01   0.0000000e+00   0.0000000e+00   4.1074288e+00   0.0000000e+00   3.2039817e+00   9.9889793e+00   0.0000000e+00   0.0000000e+00   2.0111133e-02   0.0000000e+00   3.5305256e-01   2.9866965e-01   5.4195573e-01   4.1860649e-01   3.0230373e-01
   5.5823193e-01   0.0000000e+00   0.0000000e+00   4.1207747e+00   0.0000000e+00   3.2039817e+00   1.0000000e+01   0.0000000e+00   0.0000000e+00   2.0111133e-02   0.0000000e+00   3.5305256e-01   2.9866965e-01   5.4195573e-01   4.1860649e-01   3.0230373e-01
   9.5704524e-01   0.0000000e+00   0.0000000e+00   4.1074288e+00   0.0000000e+00   3.2039817e+00   9.9889793e+00   0.0000000e+00   0.0000000e+00   2.0111133e-02   0.0000000e+00   3.5305256e-01   2.9866965e-01   5.4195573e-01   4.1860649e-01   3.0230373e-01
   5.0503502e-01   0.0000000e+00   0.0000000e+00   3.9603521e+00   0.0000000e+00   3.1836878e+00   9.9658828e+00   0.0000000e+00   0.0000000e+00   2.1062256e-02   0.0000000e+00   3.7550614e-01   3.1115101e-01   5.4275327e-01   4.0621579e-01   2.9001111e-01
   4.3395566e-01   0.0000000e+00   0.0000000e+00   4.1207747e+00   1.2166275e-02   3.2039817e+00   9.9970536e+00   1.3708005e-04   0.0000000e+00   2.0111133e-02   1.5823347e-02   3.5305256e-01   2.9866965e-01   5.4195573e-01   4.1860649e-01   3.0230373e-01
   9.3859490e-01   0.0000000e+00   0.0000000e+00   4.1074288e+00   0.0000000e+00   3.2039817e+00   9.9889793e+00   0.0000000e+00   0.0000000e+00   2.0111133e-02   0.0000000e+00   3.5305256e-01   2.9866965e-01   5.4195573e-01   4.1860649e-01   3.0230373e-01
   1.4573892e-01   3.1174357e-04   3.9033305e-03   3.8164533e+00   1.9293085e-02   3.2728681e+00   9.9791364e+00   5.2486036e-05   1.9100283e-05   4.4225067e-03   2.1379374e-02   3.9065195e-01   2.8497605e-01   5.2612647e-01   3.7739110e-01   2.9284762e-01
   8.1438729e-01   0.0000000e+00   0.0000000e+00   4.1074288e+00   0.0000000e+00   3.2039817e+00   9.9889793e+00   0.0000000e+00   0.0000000e+00   2.0111133e-02   0.0000000e+00   3.5305256e-01   2.9866965e-01   5.4195573e-01   4.1860649e-01   3.0230373e-01
   8.3218392e-01   0.0000000e+00   0.0000000e+00   4.1207747e+00   0.0000000e+00   3.2039817e+00   9.9916072e+00   0.0000000e+00   0.0000000e+00   2.0111133e-02   2.9500656e-04   3.5305256e-01   2.9866965e-01   5.4195573e-01   4.1860649e-01   3.0230373e-01
   8.3835718e-01   0.0000000e+00   0.0000000e+00   4.1074288e+00   0.0000000e+00   3.2039817e+00   9.9889793e+00   0.0000000e+00   0.0000000e+00   2.0111133e-02   0.0000000e+00   3.5305256e-01   2.9866965e-01   5.4195573e-01   4.1860649e-01   3.0230373e-01
   9.5585133e-01   0.0000000e+00   0.0000000e+00   4.1207747e+00   0.0000000e+00   3.2039817e+00   9.9916072e+00   0.0000000e+00   0.0000000e+00   2.0111133e-02   2.9500656e-04   3.5305256e-01   2.9866965e-01   5.4195573e-01   4.1860649e-01   3.0230373e-01
   5.0503502e-01   0.0000000e+00   0.0000000e+00   3.9603521e+00   0.0000000e+00   3.1836878e+00   9.9658828e+00   0.0000000e+00   0.0000000e+00   2.1062256e-02   0.0000000e+00   3.7550614e-01   3.1115101e-01   5.4275327e-01   4.0621579e-01   2.9001111e-01
   1.8289364e-01   3.1174357e-04   3.9033305e-03   3.8164533e+00   1.9293085e-02   3.2728681e+00   9.9791364e+00   5.2486036e-05   1.9100283e-05   4.4225067e-03   2.1379374e-02   3.9065195e-01   2.8497605e-01   5.2612647e-01   3.7739110e-01   2.9284762e-01
   4.4066947e-01   0.0000000e+00   0.0000000e+00   4.1207747e+00   1.2166275e-02   3.2039817e+00   1.0000000e+01   0.0000000e+00   0.0000000e+00   2.0111133e-02   1.9821420e-02   3.5305256e-01   2.9866965e-01   5.4195573e-01   4.1860649e-01   3.0230373e-01
   7.9045270e-01   0.0000000e+00   0.0000000e+00   4.1207747e+00   0.0000000e+00   3.2039817e+00   9.9916072e+00   0.0000000e+00   0.0000000e+00   2.0111133e-02   2.9500656e-04   3.5305256e-01   2.9866965e-01   5.4195573e-01   4.1860649e-01   3.0230373e-01
   1.5194688e-01   2.3762034e-04   0.0000000e+00   4.0266732e+00   8.4738948e-03   3.2337036e+00   9.9411153e+00   4.7797938e-06   0.0000000e+00   1.4685926e-02   2.3678725e-02   3.5916824e-01   2.9102649e-01   5.4240386e-01   4.1168802e-01   3.0631126e-01
   8.0883415e-01   0.0000000e+00   0.0000000e+00   4.1074288e+00   0.0000000e+00   3.2039817e+00   9.9889793e+00   0.0000000e+00   0.0000000e+00   2.0111133e-02   0.0000000e+00   3.5305256e-01   2.9866965e-01   5.4195573e-01   4.1860649e-01   3.0230373e-01
   5.8400429e-01   0.0000000e+00   0.0000000e+00   4.1207747e+00   0.0000000e+00   3.2039817e+00   9.9962137e+00   0.0000000e+00   0.0000000e+00   2.0111133e-02   7.9116736e-04   3.5305256e-01   2.9866965e-01   5.4195573e-01   4.1860649e-01   3.0230373e-01
   1.8613443e-01   3.1174357e-04   3.9033305e-03   3.8164533e+00   1.9293085e-02   3.2728681e+00   9.9791364e+00   5.2486036e-05   1.9100283e-05   4.4225067e-03   2.1379374e-02   3.9065195e-01   2.8497605e-01   5.2612647e-01   3.7739110e-01   2.9284762e-01
   1.8966859e-01   2.9842607e-04   5.1587738e-03   3.8971306e+00   4.7483986e-03   3.2493156e+00   9.9953933e+00   8.3869712e-05   5.3788598e-05   2.1330435e-02   1.2447355e-02   3.7962979e-01   2.9397433e-01   5.3226119e-01   3.9389268e-01   2.9513057e-01
   5.1152306e-01   0.0000000e+00   0.0000000e+00   3.9603521e+00   0.0000000e+00   3.1836878e+00   9.9658828e+00   0.0000000e+00   0.0000000e+00   2.1062256e-02   0.0000000e+00   3.7550614e-01   3.1115101e-01   5.4275327e-01   4.0621579e-01   2.9001111e-01
   8.0319962e-01   0.0000000e+00   0.0000000e+00   4.1207747e+00   0.0000000e+00   3.2039817e+00   9.9916072e+00   0.0000000e+00   0.0000000e+00   2.0111133e-02   2.9500656e-04   3.5305256e-01   2.9866965e-01   5.4195573e-01   4.1860649e-01   3.0230373e-01
   4.4066947e-01   0.0000000e+00   0.0000000e+00   4.1207747e+00   1.2166275e-02   3.2039817e+00   1.0000000e+01   0.0000000e+00   0.0000000e+00   2.0111133e-02   1.9821420e-02   3.5305256e-01   2.9866965e-01   5.4195573e-01   4.1860649e-01   3.0230373e-01
   5.5273353e-01   0.0000000e+00   0.0000000e+00   3.9603521e+00   0.0000000e+00   3.1836878e+00   9.9658828e+00   0.0000000e+00   0.0000000e+00   2.1062256e-02   0.0000000e+00   3.7550614e-01   3.1115101e-01   5.4275327e-01   4.0621579e-01   2.9001111e-01
