   1.0000000e+00   2.0956879e-01   0.0000000e+00
   1.0000000e+00   2.0956879e-01   0.0000000e+00
   0.0000000e+00   1.2095688e+00   0.0000000e+00
   0.0000000e+00   1.2095688e+00   0.0000000e+00
   2.3834782e-01   9.7312348e-01   0.0000000e+00
   9.6443553e-01   2.8704650e-01   0.0000000e+00
   5.0482643e-01   8.9796728e-01   0.0000000e+00
   8.8127357e-01   5.0294836e-01   0.0000000e+00
   7.6226945e-01   6.6126531e-01   0.0000000e+00
   7.6226945e-01   6.6126531e-01   0.0000000e+00
   6.5531173e-01   7.6822303e-01   0.0000000e+00
   6.5531173e-01   7.6822303e-01   0.0000000e+00
   8.8127357e-01   5.0294836e-01   0.0000000e+00
   5.0482643e-01   8.9796728e-01   0.0000000e+00
   9.7237528e-01   2.7910675e-01   0.0000000e+00
   9.7338124e-01   2.3809006e-01   0.0000000e+00
   1.1871797e-01   1.0927533e+00   0.0000000e+00
   2.4398408e-02   1.1870729e+00   0.0000000e+00
   1.5770948e-01   1.0537618e+00   0.0000000e+00
   1.3951045e-01   1.0719608e+00   0.0000000e+00
   9.7127153e-02   1.1143441e+00   0.0000000e+00
   7.9623064e-01   6.0656307e-01   0.0000000e+00
   5.3503543e-02   1.1560652e+00   0.0000000e+00
   8.6577488e-01   5.1844705e-01   0.0000000e+00
   8.6473241e-01   5.3806130e-01   0.0000000e+00
   3.9979626e-02   1.1714917e+00   0.0000000e+00
   7.8858435e-01   6.3495041e-01   0.0000000e+00
   6.7868705e-02   1.1417957e+00   0.0000000e+00
   6.0827726e-01   7.9451645e-01   0.0000000e+00
   1.8578085e-01   1.0256904e+00   0.0000000e+00
   6.3037285e-01   7.9316191e-01   0.0000000e+00
   5.1037173e-01   8.7385020e-01   0.0000000e+00
   1.3301609e-01   1.0784552e+00   0.0000000e+00
   3.4608178e-02   1.1768631e+00   0.0000000e+00
   8.7672543e-01   5.0749649e-01   0.0000000e+00
   5.3798761e-01   8.4623432e-01   0.0000000e+00
   5.0835491e-01   8.9443881e-01   0.0000000e+00
   6.1323263e-02   1.1501480e+00   0.0000000e+00
   6.0178050e-01   8.0101321e-01   0.0000000e+00
   7.8678767e-01   6.3674708e-01   0.0000000e+00
   7.8678767e-01   6.3674708e-01   0.0000000e+00
   8.0472895e-02   1.1309984e+00   0.0000000e+00
   8.9063742e-02   1.1224076e+00   0.0000000e+00
   5.5885668e-01   8.4393703e-01   0.0000000e+00
   9.7966755e-01   2.2990124e-01   0.0000000e+00
   5.1616692e-01   8.6805501e-01   0.0000000e+00
   5.1616692e-01   8.6805501e-01   0.0000000e+00
   6.4513747e-01   7.7839728e-01   0.0000000e+00
   5.8033871e-01   8.2245500e-01   0.0000000e+00
   5.8033871e-01   8.2245500e-01   0.0000000e+00
   5.9242550e-01   8.1036821e-01   0.0000000e+00
   5.3465065e-01   8.4957128e-01   0.0000000e+00
   5.3465065e-01   8.4957128e-01   0.0000000e+00
   5.5955315e-01   8.4324056e-01   0.0000000e+00
   5.5955315e-01   8.4324056e-01   0.0000000e+00
   1.7581482e-01   1.0356565e+00   0.0000000e+00
   9.8480394e-01   2.2518936e-01   0.0000000e+00
   1.6645473e-01   1.0450166e+00   0.0000000e+00
   9.3660760e-03   1.2021052e+00   0.0000000e+00
   9.3660760e-03   1.2021052e+00   0.0000000e+00
   2.2559756e-01   9.8452016e-01   0.0000000e+00
   8.0619116e-01   5.9660256e-01   0.0000000e+00
   8.0104995e-01   6.0174376e-01   0.0000000e+00
   8.2992193e-01   5.7287178e-01   0.0000000e+00
   8.2992193e-01   5.7287178e-01   0.0000000e+00
   9.9354325e-01   2.1612119e-01   0.0000000e+00
   2.1935245e-01   9.9211884e-01   0.0000000e+00
   1.9349135e-01   1.0179799e+00   0.0000000e+00
   8.1961687e-01   5.8317685e-01   0.0000000e+00
   8.1961687e-01   5.8317685e-01   0.0000000e+00
   1.7512498e-01   1.0363463e+00   0.0000000e+00
   5.9429403e-01   8.0849969e-01   0.0000000e+00
   1.9349135e-01   1.0179799e+00   0.0000000e+00
   8.4670449e-01   5.5608922e-01   0.0000000e+00
   9.9089782e-01   2.1993297e-01   0.0000000e+00
   2.1935245e-01   9.9211884e-01   0.0000000e+00
   2.2559756e-01   9.8452016e-01   0.0000000e+00
   1.6377397e-01   1.0461542e+00   0.0000000e+00
   8.1328000e-02   1.1291443e+00   0.0000000e+00
   3.5939958e-03   1.2078773e+00   0.0000000e+00
   8.5247488e-01   5.5031883e-01   0.0000000e+00
   9.4199747e-02   1.1172715e+00   0.0000000e+00
   2.0787092e-01   1.0036004e+00   0.0000000e+00
   8.4333625e-01   5.5945746e-01   0.0000000e+00
   2.0787092e-01   1.0036004e+00   0.0000000e+00
   6.4332226e-01   7.8021250e-01   0.0000000e+00
   6.4332226e-01   7.8021250e-01   0.0000000e+00
   2.0420977e-01   1.0068884e+00   0.0000000e+00
   6.3037285e-01   7.9316191e-01   0.0000000e+00
   1.2256192e-01   1.0889094e+00   0.0000000e+00
   1.2256192e-01   1.0889094e+00   0.0000000e+00
   2.0420977e-01   1.0068884e+00   0.0000000e+00
   8.1117995e-01   5.9161377e-01   0.0000000e+00
   8.1117995e-01   5.9161377e-01   0.0000000e+00
   8.3913367e-01   5.6366004e-01   0.0000000e+00
   8.3913367e-01   5.6366004e-01   0.0000000e+00
   8.5497766e-01   5.4781605e-01   0.0000000e+00
   8.5497766e-01   5.4781605e-01   0.0000000e+00
   5.8275720e-01   8.2003651e-01   0.0000000e+00
   5.8275720e-01   8.2003651e-01   0.0000000e+00
